⸮Time,Frequency,A0
12338,77,516
12339,77,531
12340,77,534
12341,77,518
12342,77,501
12343,77,486
12344,77,472
12345,77,457
12346,77,444
12347,77,458
12348,77,475
12349,77,492
12350,77,507
12351,77,522
12352,77,537
12353,77,538
12354,77,522
12355,77,505
12356,77,490
12357,77,476
12358,77,461
12359,77,449
12360,77,463
12361,77,481
12362,77,497
12363,77,513
12364,77,527
12365,77,542
12366,77,541
12367,77,524
12368,77,508
12369,77,493
12370,77,478
12371,77,464
12372,77,452
12373,77,467
12374,77,485
12375,77,501
12376,77,516
12377,77,531
12378,77,545
12379,77,542
12380,77,525
12381,77,509
12382,77,494
12383,77,479
12384,77,464
12385,77,455
12386,77,471
12387,77,488
12388,77,504
12389,77,519
12390,77,534
12391,77,548
12392,77,543
12393,77,526
12394,77,509
12395,77,494
12396,77,479
12397,77,465
12398,77,457
12399,77,474
12400,76,490
12401,76,499
12402,76,514
12403,76,529
12404,76,528
12405,76,512
12406,76,495
12407,76,480
12408,76,466
12409,76,453
12410,76,441
12411,76,457
12412,76,474
12413,76,490
12414,76,507
12415,76,521
12416,76,536
12417,76,536
12418,76,519
12419,76,502
12420,76,488
12421,76,473
12422,76,459
12423,76,447
12424,76,461
12425,76,479
12426,76,495
12427,76,510
12428,76,525
12429,76,540
12430,76,541
12431,76,525
12432,76,508
12433,76,493
12434,76,478
12435,76,464
12436,76,450
12437,76,463
12438,76,481
12439,76,497
12440,76,513
12441,76,528
12442,76,542
12443,76,545
12444,76,528
12445,76,512
12446,76,496
12447,76,481
12448,76,467
12449,76,453
12450,76,465
12451,76,483
12452,76,499
12453,76,515
12454,76,530
12455,76,543
12456,76,548
12457,76,531
12458,76,515
12459,76,499
12460,76,484
12461,76,470
12462,76,456
12463,76,466
12464,76,483
12465,76,500
12466,76,515
12467,76,530
12468,76,544
12469,76,550
12470,76,534
12471,76,517
12472,76,501
12473,76,486
12474,76,472
12475,76,458
12476,76,466
12477,76,484
12478,76,500
12479,76,515
12480,76,530
12481,76,545
12482,76,552
12483,76,536
12484,76,519
12485,76,503
12486,76,488
12487,76,474
12488,76,460
12489,76,466
12490,76,483
12491,76,500
12492,76,515
12493,76,530
12494,76,544
12495,76,553
12496,76,537
12497,76,520
12498,76,504
12499,76,489
12500,75,471
12501,75,480
12502,75,496
12503,75,512
12504,75,527
12505,75,542
12506,75,553
12507,75,539
12508,75,521
12509,75,506
12510,75,490
12511,75,476
12512,75,462
12513,75,459
12514,75,476
12515,75,493
12516,75,509
12517,75,524
12518,75,539
12519,75,553
12520,75,545
12521,75,528
12522,75,512
12523,75,496
12524,75,482
12525,75,468
12526,75,457
12527,75,472
12528,75,489
12529,75,505
12530,75,520
12531,75,535
12532,75,549
12533,75,551
12534,75,534
12535,75,517
12536,75,502
12537,75,487
12538,75,472
12539,75,458
12540,75,467
12541,75,484
12542,75,501
12543,75,516
12544,75,531
12545,75,545
12546,75,555
12547,75,540
12548,75,523
12549,75,507
12550,75,492
12551,75,477
12552,75,463
12553,75,462
12554,75,479
12555,75,496
12556,75,511
12557,75,527
12558,75,541
12559,75,555
12560,75,546
12561,75,528
12562,75,512
12563,75,497
12564,75,482
12565,75,468
12566,75,458
12567,75,474
12568,75,491
12569,75,508
12570,75,522
12571,75,537
12572,75,551
12573,75,551
12574,75,534
12575,75,517
12576,75,502
12577,75,487
12578,75,472
12579,75,459
12580,75,469
12581,75,486
12582,75,503
12583,75,517
12584,75,533
12585,75,547
12586,75,556
12587,75,539
12588,75,523
12589,75,507
12590,75,491
12591,75,477
12592,75,463
12593,75,464
12594,75,481
12595,75,497
12596,75,513
12597,75,528
12598,75,543
12599,75,556
12600,74,541
12601,74,532
12602,74,516
12603,74,500
12604,74,485
12605,74,471
12606,74,457
12607,74,444
12608,74,453
12609,74,471
12610,74,488
12611,74,504
12612,74,520
12613,74,534
12614,74,545
12615,74,530
12616,74,514
12617,74,498
12618,74,483
12619,74,469
12620,74,455
12621,74,451
12622,74,469
12623,74,486
12624,74,501
12625,74,517
12626,74,532
12627,74,546
12628,74,542
12629,74,525
12630,74,509
12631,74,493
12632,74,478
12633,74,464
12634,74,450
12635,74,464
12636,74,481
12637,74,498
12638,74,513
12639,74,528
12640,74,542
12641,74,551
12642,74,535
12643,74,518
12644,74,502
12645,74,487
12646,74,473
12647,74,459
12648,74,458
12649,74,476
12650,74,493
12651,74,508
12652,74,524
12653,74,538
12654,74,552
12655,74,544
12656,74,527
12657,74,511
12658,74,495
12659,74,481
12660,74,466
12661,74,454
12662,74,469
12663,74,487
12664,74,503
12665,74,518
12666,74,533
12667,74,547
12668,74,552
12669,74,535
12670,74,519
12671,74,503
12672,74,488
12673,74,473
12674,74,459
12675,74,463
12676,74,480
12677,74,497
12678,74,512
12679,74,527
12680,74,542
12681,74,555
12682,74,544
12683,74,527
12684,74,510
12685,74,495
12686,74,480
12687,74,466
12688,74,457
12689,74,473
12690,74,490
12691,74,506
12692,74,521
12693,74,536
12694,74,550
12695,74,552
12696,74,534
12697,74,518
12698,74,502
12699,74,487
12700,73,469
12701,73,477
12702,73,494
12703,73,510
12704,73,526
12705,73,540
12706,73,546
12707,73,529
12708,73,513
12709,73,497
12710,73,483
12711,73,468
12712,73,455
12713,73,454
12714,73,471
12715,73,488
12716,73,504
12717,73,520
12718,73,534
12719,73,548
12720,73,545
12721,73,528
12722,73,511
12723,73,496
12724,73,481
12725,73,467
12726,73,453
12727,73,462
12728,73,479
12729,73,496
12730,73,511
12731,73,526
12732,73,541
12733,73,554
12734,73,542
12735,73,525
12736,73,508
12737,73,493
12738,73,478
12739,73,464
12740,73,453
12741,73,468
12742,73,486
12743,73,502
12744,73,517
12745,73,532
12746,73,546
12747,73,554
12748,73,538
12749,73,521
12750,73,505
12751,73,490
12752,73,476
12753,73,461
12754,73,458
12755,73,475
12756,73,492
12757,73,508
12758,73,523
12759,73,537
12760,73,551
12761,73,551
12762,73,534
12763,73,517
12764,73,501
12765,73,486
12766,73,471
12767,73,458
12768,73,464
12769,73,481
12770,73,497
12771,73,513
12772,73,528
12773,73,542
12774,73,556
12775,73,546
12776,73,529
12777,73,513
12778,73,497
12779,73,482
12780,73,468
12781,73,455
12782,73,469
12783,73,487
12784,73,502
12785,73,518
12786,73,533
12787,73,547
12788,73,557
12789,73,541
12790,73,524
12791,73,508
12792,73,493
12793,73,478
12794,73,464
12795,73,458
12796,73,475
12797,73,492
12798,73,508
12799,73,523
12800,72,536
12801,72,544
12802,72,558
12803,72,571
12804,72,584
12805,72,573
12806,72,555
12807,72,539
12808,72,522
12809,72,506
12810,72,492
12811,72,477
12812,72,489
12813,72,505
12814,72,521
12815,72,536
12816,72,550
12817,72,564
12818,72,576
12819,72,562
12820,72,544
12821,72,527
12822,72,511
12823,72,496
12824,72,481
12825,72,470
12826,72,485
12827,72,502
12828,72,517
12829,72,532
12830,72,547
12831,72,560
12832,72,569
12833,72,553
12834,72,536
12835,72,519
12836,72,504
12837,72,489
12838,72,475
12839,72,467
12840,72,484
12841,72,500
12842,72,516
12843,72,531
12844,72,545
12845,72,559
12846,72,563
12847,72,546
12848,72,529
12849,72,513
12850,72,497
12851,72,483
12852,72,468
12853,72,466
12854,72,483
12855,72,500
12856,72,516
12857,72,531
12858,72,545
12859,72,559
12860,72,558
12861,72,541
12862,72,524
12863,72,508
12864,72,493
12865,72,478
12866,72,464
12867,72,467
12868,72,485
12869,72,501
12870,72,517
12871,72,532
12872,72,546
12873,72,560
12874,72,554
12875,72,536
12876,72,520
12877,72,504
12878,72,489
12879,72,474
12880,72,461
12881,72,469
12882,72,486
12883,72,503
12884,72,518
12885,72,533
12886,72,547
12887,72,561
12888,72,549
12889,72,532
12890,72,516
12891,72,500
12892,72,485
12893,72,471
12894,72,457
12895,72,471
12896,72,489
12897,72,505
12898,72,520
12899,72,535
12900,71,548
12901,71,555
12902,71,568
12903,71,581
12904,71,594
12905,71,606
12906,71,611
12907,71,593
12908,71,575
12909,71,557
12910,71,540
12911,71,524
12912,71,509
12913,71,499
12914,71,515
12915,71,530
12916,71,545
12917,71,559
12918,71,573
12919,71,586
12920,71,594
12921,71,577
12922,71,559
12923,71,542
12924,71,526
12925,71,510
12926,71,495
12927,71,484
12928,71,499
12929,71,515
12930,71,531
12931,71,545
12932,71,559
12933,71,573
12934,71,582
12935,71,567
12936,71,549
12937,71,532
12938,71,516
12939,71,501
12940,71,486
12941,71,474
12942,71,488
12943,71,505
12944,71,520
12945,71,536
12946,71,550
12947,71,564
12948,71,575
12949,71,561
12950,71,543
12951,71,526
12952,71,511
12953,71,496
12954,71,481
12955,71,467
12956,71,481
12957,71,498
12958,71,513
12959,71,529
12960,71,543
12961,71,558
12962,71,570
12963,71,557
12964,71,540
12965,71,523
12966,71,507
12967,71,492
12968,71,478
12969,71,464
12970,71,476
12971,71,493
12972,71,509
12973,71,524
12974,71,539
12975,71,553
12976,71,566
12977,71,555
12978,71,538
12979,71,522
12980,71,505
12981,71,490
12982,71,476
12983,71,462
12984,71,472
12985,71,489
12986,71,505
12987,71,520
12988,71,535
12989,71,549
12990,71,563
12991,71,555
12992,71,537
12993,71,520
12994,71,504
12995,71,490
12996,71,475
12997,71,462
12998,71,468
12999,71,486
13000,70,501
13001,70,510
13002,70,524
13003,70,539
13004,70,530
13005,70,513
13006,70,497
13007,70,482
13008,70,468
13009,70,454
13010,70,441
13011,70,449
13012,70,466
13013,70,484
13014,70,499
13015,70,515
13016,70,530
13017,70,544
13018,70,540
13019,70,523
13020,70,507
13021,70,492
13022,70,477
13023,70,463
13024,70,450
13025,70,450
13026,70,468
13027,70,485
13028,70,501
13029,70,516
13030,70,531
13031,70,545
13032,70,548
13033,70,531
13034,70,514
13035,70,499
13036,70,484
13037,70,469
13038,70,456
13039,70,451
13040,70,467
13041,70,485
13042,70,501
13043,70,516
13044,70,531
13045,70,545
13046,70,554
13047,70,538
13048,70,521
13049,70,505
13050,70,489
13051,70,475
13052,70,461
13053,70,450
13054,70,466
13055,70,484
13056,70,500
13057,70,516
13058,70,530
13059,70,545
13060,70,557
13061,70,543
13062,70,526
13063,70,509
13064,70,494
13065,70,479
13066,70,466
13067,70,452
13068,70,464
13069,70,482
13070,70,498
13071,70,513
13072,70,529
13073,70,543
13074,70,557
13075,70,547
13076,70,531
13077,70,514
13078,70,498
13079,70,483
13080,70,469
13081,70,455
13082,70,461
13083,70,479
13084,70,496
13085,70,512
13086,70,526
13087,70,541
13088,70,554
13089,70,552
13090,70,535
13091,70,518
13092,70,502
13093,70,487
13094,70,473
13095,70,459
13096,70,459
13097,70,476
13098,70,493
13099,70,509
13100,69,523
13101,69,530
13102,69,545
13103,69,558
13104,69,571
13105,69,584
13106,69,597
13107,69,609
13108,69,608
13109,69,590
13110,69,571
13111,69,554
13112,69,537
13113,69,522
13114,69,506
13115,69,497
13116,69,512
13117,69,529
13118,69,543
13119,69,557
13120,69,571
13121,69,583
13122,69,595
13123,69,580
13124,69,562
13125,69,545
13126,69,528
13127,69,512
13128,69,497
13129,69,483
13130,69,490
13131,69,507
13132,69,522
13133,69,538
13134,69,552
13135,69,565
13136,69,578
13137,69,577
13138,69,559
13139,69,542
13140,69,525
13141,69,510
13142,69,495
13143,69,480
13144,69,474
13145,69,491
13146,69,507
13147,69,522
13148,69,537
13149,69,551
13150,69,565
13151,69,576
13152,69,561
13153,69,543
13154,69,527
13155,69,510
13156,69,496
13157,69,481
13158,69,467
13159,69,476
13160,69,494
13161,69,509
13162,69,525
13163,69,539
13164,69,554
13165,69,567
13166,69,564
13167,69,546
13168,69,529
13169,69,513
13170,69,498
13171,69,483
13172,69,469
13173,69,465
13174,69,482
13175,69,499
13176,69,514
13177,69,529
13178,69,543
13179,69,558
13180,69,567
13181,69,552
13182,69,534
13183,69,518
13184,69,502
13185,69,487
13186,69,473
13187,69,459
13188,69,471
13189,69,488
13190,69,505
13191,69,520
13192,69,535
13193,69,549
13194,69,563
13195,69,557
13196,69,540
13197,69,523
13198,69,507
13199,69,492
13200,68,474
13201,68,482
13202,68,482
13203,68,467
13204,68,452
13205,68,440
13206,68,427
13207,68,415
13208,68,403
13209,68,400
13210,68,419
13211,68,437
13212,68,455
13213,68,471
13214,68,488
13215,68,504
13216,68,516
13217,68,503
13218,68,487
13219,68,472
13220,68,458
13221,68,445
13222,68,431
13223,68,419
13224,68,427
13225,68,446
13226,68,464
13227,68,480
13228,68,496
13229,68,512
13230,68,526
13231,68,528
13232,68,512
13233,68,496
13234,68,481
13235,68,466
13236,68,453
13237,68,439
13238,68,430
13239,68,447
13240,68,465
13241,68,482
13242,68,498
13243,68,512
13244,68,528
13245,68,542
13246,68,532
13247,68,515
13248,68,498
13249,68,483
13250,68,469
13251,68,456
13252,68,442
13253,68,444
13254,68,462
13255,68,479
13256,68,496
13257,68,511
13258,68,526
13259,68,540
13260,68,547
13261,68,531
13262,68,514
13263,68,498
13264,68,484
13265,68,469
13266,68,456
13267,68,443
13268,68,457
13269,68,474
13270,68,491
13271,68,507
13272,68,521
13273,68,536
13274,68,550
13275,68,545
13276,68,528
13277,68,511
13278,68,496
13279,68,481
13280,68,467
13281,68,453
13282,68,450
13283,68,467
13284,68,484
13285,68,501
13286,68,516
13287,68,530
13288,68,545
13289,68,556
13290,68,541
13291,68,524
13292,68,508
13293,68,492
13294,68,479
13295,68,464
13296,68,450
13297,68,459
13298,68,476
13299,68,493
13300,67,508
13301,67,516
13302,67,531
13303,67,545
13304,67,559
13305,67,572
13306,67,585
13307,67,592
13308,67,574
13309,67,556
13310,67,539
13311,67,523
13312,67,508
13313,67,493
13314,67,478
13315,67,486
13316,67,503
13317,67,519
13318,67,534
13319,67,548
13320,67,562
13321,67,575
13322,67,579
13323,67,561
13324,67,543
13325,67,526
13326,67,511
13327,67,496
13328,67,481
13329,67,467
13330,67,480
13331,67,497
13332,67,513
13333,67,528
13334,67,543
13335,67,557
13336,67,570
13337,67,569
13338,67,552
13339,67,534
13340,67,518
13341,67,503
13342,67,488
13343,67,473
13344,67,462
13345,67,478
13346,67,495
13347,67,511
13348,67,526
13349,67,541
13350,67,555
13351,67,568
13352,67,562
13353,67,544
13354,67,527
13355,67,511
13356,67,496
13357,67,482
13358,67,467
13359,67,460
13360,67,477
13361,67,494
13362,67,510
13363,67,525
13364,67,539
13365,67,554
13366,67,567
13367,67,557
13368,67,539
13369,67,523
13370,67,507
13371,67,492
13372,67,477
13373,67,464
13374,67,460
13375,67,478
13376,67,495
13377,67,510
13378,67,526
13379,67,540
13380,67,554
13381,67,566
13382,67,552
13383,67,535
13384,67,519
13385,67,503
13386,67,488
13387,67,474
13388,67,460
13389,67,461
13390,67,479
13391,67,496
13392,67,511
13393,67,526
13394,67,540
13395,67,555
13396,67,565
13397,67,549
13398,67,532
13399,67,515
13400,66,496
13401,66,503
13402,66,519
13403,66,534
13404,66,531
13405,66,515
13406,66,499
13407,66,484
13408,66,470
13409,66,456
13410,66,442
13411,66,432
13412,66,448
13413,66,466
13414,66,483
13415,66,499
13416,66,515
13417,66,529
13418,66,543
13419,66,543
13420,66,526
13421,66,509
13422,66,494
13423,66,480
13424,66,465
13425,66,451
13426,66,439
13427,66,453
13428,66,472
13429,66,488
13430,66,504
13431,66,519
13432,66,534
13433,66,548
13434,66,549
13435,66,533
13436,66,516
13437,66,500
13438,66,486
13439,66,471
13440,66,457
13441,66,444
13442,66,456
13443,66,473
13444,66,490
13445,66,506
13446,66,521
13447,66,536
13448,66,550
13449,66,555
13450,66,538
13451,66,521
13452,66,505
13453,66,490
13454,66,476
13455,66,462
13456,66,448
13457,66,456
13458,66,474
13459,66,491
13460,66,507
13461,66,522
13462,66,537
13463,66,551
13464,66,558
13465,66,541
13466,66,525
13467,66,509
13468,66,493
13469,66,479
13470,66,465
13471,66,451
13472,66,457
13473,66,474
13474,66,491
13475,66,507
13476,66,522
13477,66,536
13478,66,551
13479,66,560
13480,66,545
13481,66,528
13482,66,512
13483,66,496
13484,66,481
13485,66,467
13486,66,453
13487,66,456
13488,66,474
13489,66,490
13490,66,506
13491,66,521
13492,66,536
13493,66,550
13494,66,562
13495,66,548
13496,66,530
13497,66,514
13498,66,498
13499,66,484
13500,65,466
13501,65,474
13502,65,491
13503,65,508
13504,65,523
13505,65,538
13506,65,551
13507,65,565
13508,65,561
13509,65,543
13510,65,526
13511,65,510
13512,65,495
13513,65,480
13514,65,466
13515,65,453
13516,65,467
13517,65,484
13518,65,501
13519,65,516
13520,65,531
13521,65,545
13522,65,559
13523,65,565
13524,65,548
13525,65,530
13526,65,514
13527,65,499
13528,65,484
13529,65,470
13530,65,456
13531,65,460
13532,65,477
13533,65,494
13534,65,510
13535,65,525
13536,65,539
13537,65,553
13538,65,566
13539,65,553
13540,65,536
13541,65,520
13542,65,504
13543,65,489
13544,65,474
13545,65,461
13546,65,453
13547,65,470
13548,65,487
13549,65,503
13550,65,518
13551,65,533
13552,65,548
13553,65,561
13554,65,559
13555,65,542
13556,65,525
13557,65,508
13558,65,494
13559,65,479
13560,65,465
13561,65,451
13562,65,464
13563,65,480
13564,65,498
13565,65,512
13566,65,528
13567,65,542
13568,65,556
13569,65,564
13570,65,547
13571,65,530
13572,65,514
13573,65,499
13574,65,484
13575,65,470
13576,65,456
13577,65,457
13578,65,474
13579,65,491
13580,65,507
13581,65,522
13582,65,536
13583,65,551
13584,65,564
13585,65,554
13586,65,536
13587,65,520
13588,65,504
13589,65,489
13590,65,475
13591,65,460
13592,65,451
13593,65,467
13594,65,485
13595,65,501
13596,65,516
13597,65,531
13598,65,546
13599,65,559
13600,64,555
13601,64,561
13602,64,565
13603,64,547
13604,64,531
13605,64,514
13606,64,499
13607,64,484
13608,64,470
13609,64,457
13610,64,458
13611,64,476
13612,64,493
13613,64,509
13614,64,523
13615,64,538
13616,64,552
13617,64,565
13618,64,558
13619,64,540
13620,64,523
13621,64,508
13622,64,492
13623,64,478
13624,64,464
13625,64,450
13626,64,464
13627,64,482
13628,64,498
13629,64,514
13630,64,529
13631,64,543
13632,64,556
13633,64,566
13634,64,550
13635,64,533
13636,64,516
13637,64,501
13638,64,486
13639,64,472
13640,64,458
13641,64,453
13642,64,470
13643,64,488
13644,64,503
13645,64,519
13646,64,533
13647,64,547
13648,64,561
13649,64,561
13650,64,543
13651,64,526
13652,64,510
13653,64,495
13654,64,480
13655,64,466
13656,64,452
13657,64,459
13658,64,477
13659,64,494
13660,64,509
13661,64,524
13662,64,539
13663,64,553
13664,64,566
13665,64,554
13666,64,536
13667,64,520
13668,64,504
13669,64,489
13670,64,475
13671,64,461
13672,64,450
13673,64,465
13674,64,483
13675,64,500
13676,64,515
13677,64,530
13678,64,544
13679,64,558
13680,64,563
13681,64,546
13682,64,530
13683,64,513
13684,64,498
13685,64,483
13686,64,469
13687,64,455
13688,64,455
13689,64,472
13690,64,490
13691,64,505
13692,64,520
13693,64,535
13694,64,550
13695,64,563
13696,64,557
13697,64,540
13698,64,523
13699,64,507
13700,63,488
13701,63,495
13702,63,512
13703,63,528
13704,63,542
13705,63,529
13706,63,512
13707,63,497
13708,63,481
13709,63,467
13710,63,454
13711,63,440
13712,63,429
13713,63,445
13714,63,463
13715,63,480
13716,63,496
13717,63,511
13718,63,526
13719,63,541
13720,63,551
13721,63,537
13722,63,520
13723,63,504
13724,63,488
13725,63,474
13726,63,460
13727,63,447
13728,63,438
13729,63,454
13730,63,472
13731,63,489
13732,63,505
13733,63,519
13734,63,534
13735,63,548
13736,63,556
13737,63,539
13738,63,522
13739,63,507
13740,63,491
13741,63,477
13742,63,463
13743,63,449
13744,63,443
13745,63,461
13746,63,478
13747,63,494
13748,63,510
13749,63,525
13750,63,539
13751,63,553
13752,63,557
13753,63,541
13754,63,524
13755,63,508
13756,63,492
13757,63,478
13758,63,464
13759,63,450
13760,63,448
13761,63,466
13762,63,483
13763,63,499
13764,63,514
13765,63,529
13766,63,544
13767,63,557
13768,63,557
13769,63,540
13770,63,523
13771,63,508
13772,63,492
13773,63,478
13774,63,464
13775,63,450
13776,63,452
13777,63,469
13778,63,487
13779,63,503
13780,63,518
13781,63,532
13782,63,546
13783,63,560
13784,63,557
13785,63,539
13786,63,523
13787,63,507
13788,63,492
13789,63,477
13790,63,463
13791,63,450
13792,63,455
13793,63,472
13794,63,489
13795,63,505
13796,63,521
13797,63,535
13798,63,549
13799,63,563
13800,62,551
13801,62,556
13802,62,556
13803,62,539
13804,62,523
13805,62,507
13806,62,492
13807,62,477
13808,62,464
13809,62,450
13810,62,448
13811,62,466
13812,62,483
13813,62,499
13814,62,515
13815,62,530
13816,62,544
13817,62,558
13818,62,562
13819,62,544
13820,62,527
13821,62,511
13822,62,495
13823,62,481
13824,62,467
13825,62,453
13826,62,448
13827,62,465
13828,62,482
13829,62,499
13830,62,514
13831,62,529
13832,62,543
13833,62,557
13834,62,564
13835,62,547
13836,62,530
13837,62,514
13838,62,498
13839,62,484
13840,62,470
13841,62,456
13842,62,447
13843,62,464
13844,62,481
13845,62,498
13846,62,513
13847,62,528
13848,62,542
13849,62,556
13850,62,566
13851,62,551
13852,62,533
13853,62,517
13854,62,501
13855,62,487
13856,62,472
13857,62,458
13858,62,446
13859,62,461
13860,62,479
13861,62,496
13862,62,511
13863,62,526
13864,62,541
13865,62,554
13866,62,566
13867,62,553
13868,62,535
13869,62,519
13870,62,504
13871,62,489
13872,62,474
13873,62,460
13874,62,446
13875,62,460
13876,62,477
13877,62,494
13878,62,509
13879,62,525
13880,62,539
13881,62,553
13882,62,566
13883,62,555
13884,62,538
13885,62,521
13886,62,506
13887,62,490
13888,62,476
13889,62,462
13890,62,449
13891,62,458
13892,62,475
13893,62,492
13894,62,508
13895,62,523
13896,62,537
13897,62,551
13898,62,565
13899,62,558
13900,61,536
13901,61,542
13902,61,533
13903,61,516
13904,61,501
13905,61,486
13906,61,471
13907,61,458
13908,61,444
13909,61,432
13910,61,437
13911,61,455
13912,61,472
13913,61,489
13914,61,505
13915,61,520
13916,61,535
13917,61,548
13918,61,550
13919,61,533
13920,61,516
13921,61,500
13922,61,485
13923,61,471
13924,61,457
13925,61,444
13926,61,438
13927,61,455
13928,61,472
13929,61,489
13930,61,505
13931,61,520
13932,61,534
13933,61,548
13934,61,559
13935,61,544
13936,61,527
13937,61,511
13938,61,496
13939,61,481
13940,61,467
13941,61,453
13942,61,440
13943,61,452
13944,61,470
13945,61,486
13946,61,503
13947,61,518
13948,61,533
13949,61,546
13950,61,560
13951,61,554
13952,61,537
13953,61,520
13954,61,504
13955,61,489
13956,61,475
13957,61,461
13958,61,448
13959,61,448
13960,61,466
13961,61,483
13962,61,499
13963,61,514
13964,61,529
13965,61,544
13966,61,557
13967,61,562
13968,61,545
13969,61,528
13970,61,512
13971,61,497
13972,61,482
13973,61,467
13974,61,454
13975,61,444
13976,61,460
13977,61,478
13978,61,494
13979,61,510
13980,61,525
13981,61,539
13982,61,553
13983,61,566
13984,61,554
13985,61,536
13986,61,519
13987,61,504
13988,61,489
13989,61,474
13990,61,460
13991,61,447
13992,61,454
13993,61,472
13994,61,489
13995,61,505
13996,61,520
13997,61,535
13998,61,549
13999,61,562
14000,60,556
14001,60,561
14002,60,575
14003,60,588
14004,60,600
14005,60,612
14006,60,624
14007,60,612
14008,60,593
14009,60,575
14010,60,557
14011,60,541
14012,60,525
14013,60,509
14014,60,494
14015,60,494
14016,60,510
14017,60,526
14018,60,541
14019,60,555
14020,60,569
14021,60,581
14022,60,594
14023,60,601
14024,60,584
14025,60,566
14026,60,548
14027,60,532
14028,60,517
14029,60,501
14030,60,486
14031,60,473
14032,60,483
14033,60,500
14034,60,515
14035,60,531
14036,60,545
14037,60,560
14038,60,572
14039,60,586
14040,60,584
14041,60,565
14042,60,547
14043,60,531
14044,60,515
14045,60,500
14046,60,485
14047,60,471
14048,60,464
14049,60,480
14050,60,497
14051,60,512
14052,60,528
14053,60,542
14054,60,556
14055,60,569
14056,60,582
14057,60,570
14058,60,551
14059,60,534
14060,60,518
14061,60,503
14062,60,488
14063,60,474
14064,60,460
14065,60,462
14066,60,480
14067,60,497
14068,60,513
14069,60,528
14070,60,542
14071,60,556
14072,60,569
14073,60,575
14074,60,558
14075,60,541
14076,60,524
14077,60,508
14078,60,493
14079,60,479
14080,60,465
14081,60,451
14082,60,465
14083,60,482
14084,60,499
14085,60,515
14086,60,530
14087,60,544
14088,60,557
14089,60,571
14090,60,567
14091,60,549
14092,60,532
14093,60,516
14094,60,500
14095,60,486
14096,60,471
14097,60,458
14098,60,452
14099,60,470
14100,59,486
14101,59,495
14102,59,511
14103,59,526
14104,59,540
14105,59,554
14106,59,559
14107,59,543
14108,59,525
14109,59,509
14110,59,494
14111,59,480
14112,59,465
14113,59,452
14114,59,439
14115,59,450
14116,59,468
14117,59,485
14118,59,501
14119,59,516
14120,59,531
14121,59,545
14122,59,559
14123,59,561
14124,59,544
14125,59,527
14126,59,511
14127,59,496
14128,59,481
14129,59,467
14130,59,453
14131,59,441
14132,59,454
14133,59,472
14134,59,489
14135,59,505
14136,59,520
14137,59,534
14138,59,549
14139,59,562
14140,59,562
14141,59,544
14142,59,527
14143,59,511
14144,59,496
14145,59,481
14146,59,467
14147,59,453
14148,59,442
14149,59,458
14150,59,476
14151,59,492
14152,59,508
14153,59,523
14154,59,537
14155,59,551
14156,59,565
14157,59,561
14158,59,543
14159,59,527
14160,59,511
14161,59,496
14162,59,480
14163,59,467
14164,59,453
14165,59,444
14166,59,460
14167,59,478
14168,59,495
14169,59,510
14170,59,525
14171,59,539
14172,59,554
14173,59,567
14174,59,560
14175,59,543
14176,59,526
14177,59,510
14178,59,495
14179,59,480
14180,59,466
14181,59,452
14182,59,446
14183,59,463
14184,59,481
14185,59,497
14186,59,512
14187,59,527
14188,59,542
14189,59,555
14190,59,569
14191,59,558
14192,59,541
14193,59,524
14194,59,508
14195,59,493
14196,59,479
14197,59,465
14198,59,451
14199,59,448
14200,58,465
14201,58,464
14202,58,451
14203,58,437
14204,58,424
14205,58,411
14206,58,400
14207,58,388
14208,58,377
14209,58,366
14210,58,379
14211,58,398
14212,58,417
14213,58,436
14214,58,453
14215,58,470
14216,58,485
14217,58,501
14218,58,510
14219,58,495
14220,58,479
14221,58,464
14222,58,450
14223,58,437
14224,58,424
14225,58,412
14226,58,400
14227,58,406
14228,58,425
14229,58,444
14230,58,461
14231,58,477
14232,58,493
14233,58,508
14234,58,523
14235,58,534
14236,58,520
14237,58,504
14238,58,489
14239,58,474
14240,58,459
14241,58,446
14242,58,432
14243,58,420
14244,58,421
14245,58,440
14246,58,458
14247,58,475
14248,58,491
14249,58,506
14250,58,521
14251,58,536
14252,58,549
14253,58,536
14254,58,519
14255,58,503
14256,58,488
14257,58,474
14258,58,460
14259,58,446
14260,58,433
14261,58,430
14262,58,448
14263,58,465
14264,58,482
14265,58,498
14266,58,513
14267,58,528
14268,58,542
14269,58,556
14270,58,547
14271,58,530
14272,58,514
14273,58,498
14274,58,483
14275,58,469
14276,58,455
14277,58,442
14278,58,434
14279,58,451
14280,58,469
14281,58,486
14282,58,502
14283,58,517
14284,58,532
14285,58,546
14286,58,559
14287,58,555
14288,58,537
14289,58,521
14290,58,505
14291,58,490
14292,58,476
14293,58,462
14294,58,448
14295,58,436
14296,58,452
14297,58,470
14298,58,487
14299,58,503
14300,57,517
14301,57,525
14302,57,539
14303,57,553
14304,57,567
14305,57,579
14306,57,565
14307,57,547
14308,57,531
14309,57,514
14310,57,499
14311,57,485
14312,57,470
14313,57,456
14314,57,448
14315,57,464
14316,57,482
14317,57,498
14318,57,513
14319,57,529
14320,57,543
14321,57,557
14322,57,570
14323,57,572
14324,57,554
14325,57,537
14326,57,521
14327,57,505
14328,57,490
14329,57,476
14330,57,462
14331,57,448
14332,57,453
14333,57,470
14334,57,488
14335,57,503
